;; locuteur dureedapprentissageGlobal nbdesessionsdapprentissageGlobal dureedapprentissageRepere nbdesessionsdapprentissageRepere dureedapprentissageAutre nbdesessionsdapprentissageAutre
Michele_TABAROT 2066.18 4 0 0 4 2066.18
Karl_LAGERFELD 616.39 5 0 0 5 616.39
Virginie_PHULPIN 234.29 2 2 234.29 0 0
Thibaut_GIANGRANDE 665.94 17 0 0 17 665.94
Christophe_CARESCHE 670.09 9 2 164.9 7 505.19
Glenn_CLOSE 171.5 4 0 0 4 171.5
Francoise_DE_PANAFIEU 675.6 6 0 0 6 675.6
Laurent_RUQUIER 664.66 10 0 0 10 664.66
Didier_GUILLAUME 695.6 1 0 0 1 695.6
Francois_PITREL 224.15 3 0 0 3 224.15
Irene_FRACHON 105.02 9 0 0 9 105.02
Marek_HALTER 2793.66 7 0 0 7 2793.66
Yves_FROMION 450.82 1 1 450.82 0 0
Randa_KASSIS 221.57 1 1 221.57 0 0
Thomas_SOULIE 531.43 11 11 531.43 0 0
Marylise_LEBRANCHU 708.54 10 0 0 10 708.54
Alain_GEST 390.97 2 0 0 2 390.97
Bernadette_GROISON 1612.89 4 0 0 4 1612.89
Patrick_BALKANY 680.42 6 0 0 6 680.42
Michel-Edouard_LECLERC 675.47 7 0 0 7 675.47
Erwann_BINET 96.3 6 0 0 6 96.3
Michel_SAPIN 710.67 7 7 710.67 0 0
Claude_ALLEGRE 706.78 10 0 0 10 706.78
Francois_MITTERRAND 668.6 3 0 0 3 668.6
Roland_CAYROL 686.64 3 0 0 3 686.64
Michel_TAUBMANN 1456.97 5 0 0 5 1456.97
George_PAU-LANGEVIN 681.83 4 0 0 4 681.83
Karim_BENNANI 437.68 10 0 0 10 437.68
Christophe_DECHAVANNE 405.29 4 0 0 4 405.29
Ulrike_GUEROT 191.53 1 1 191.53 0 0
Igor_SAHIRI 670.95 17 0 0 17 670.95
Vincent_CHRIQUI 710.35 2 0 0 2 710.35
Martin_HIRSCH 684.66 6 0 0 6 684.66
Loic_BRILEY 172.78 3 0 0 3 172.78
Bernard-Henri_LEVY 721.69 7 1 295.34 6 426.35
Charlotte_NOTTEGHEM 610.82 9 0 0 9 610.82
Marie-George_BUFFET 704.05 7 2 371.09 5 332.96
Philippe_MARTIN 395.29 4 0 0 4 395.29
Herve_GAYMARD 733.62 2 2 733.62 0 0
Edwige_ANTIER 671.65 10 0 0 10 671.65
Jean-Louis_DEBRE 661.93 10 0 0 10 661.93
Benoit_HAMON 698.47 5 4 628.14 1 70.33
Christian_VANNESTE 343.09 3 0 0 3 343.09
Paul-Marie_COUTEAUX 156.67 1 0 0 1 156.67
Caroline_MIER 691.41 17 1 39.33 16 652.08
Carlo_ANCELOTTI 1600.38 4 0 0 4 1600.38
Julia_LE_CORREC 369.32 6 6 369.32 0 0
Veronique_JACQUIER 465.09 3 0 0 3 465.09
Thibaud_LE_FLOCH 676.48 17 0 0 17 676.48
Javier_BARDEM 85.33 2 0 0 2 85.33
Jean-Charles_STEYGER 278.64 1 1 278.64 0 0
Alain_MADELIN 719.88 11 0 0 11 719.88
Aurelien_DE_NEGRI 374.64 7 0 0 7 374.64
Olivier_PASTRE 298.78 1 1 298.78 0 0
Christian_DE_BOISSIEU 748.18 12 0 0 12 748.18
Carla_BRUNI-SARKOZY 674.96 7 0 0 7 674.96
Jean-Claude_TRICHET 688.01 7 0 0 7 688.01
Emma_BUNTON 68.85 6 1 6.61 5 62.24
Jean-Francois_KAHN 661.24 8 0 0 8 661.24
Johnny_HALLYDAY 159.69 9 0 0 9 159.69
Caroline_LANTY 753.28 2 0 0 2 753.28
Philippe_DOUSTE-BLAZY 699.83 10 0 0 10 699.83
Denis_DEMONPION 498.4 4 3 432.29 1 66.11
Dominique_DORD 409.58 5 0 0 5 409.58
Perico_LEGASSE 705.39 4 0 0 4 705.39
Charlotte_GAINSBOURG 292.32 2 0 0 2 292.32
Rene_GIRARD 929.71 5 0 0 5 929.71
Bernard_HOUDIN 709.84 8 1 188.1 7 521.74
Jean-Marc_AYRAULT 695.93 10 10 695.93 0 0
Axel_KAHN 693.39 4 0 0 4 693.39
Emmanuel_DAVIDENKOFF 403.08 1 1 403.08 0 0
Serge_TISSERON 721.87 7 0 0 7 721.87
Laurent_NEUMANN 727.7 9 9 727.7 0 0
Carole_BARJON 574.65 2 0 0 2 574.65
Annick_LEPETIT 236.59 3 1 100.05 2 136.54
Kad_MERAD 711.14 8 1 59.04 7 652.1
Alexandre_ADLER 1228.65 5 0 0 5 1228.65
Wilfried_TEMPLIER 664.62 12 0 0 12 664.62
Benoist_APPARU 711.13 7 2 129.41 5 581.72
Patricia_ADAM 854.05 3 0 0 3 854.05
Germain_ANDRIEUX 559.45 10 10 559.45 0 0
Joe_BIDEN 107.92 2 0 0 2 107.92
Christian_ECKERT 680.91 4 4 680.91 0 0
Christophe_PROCHASSON 339.65 1 0 0 1 339.65
Emilie_TORGEMEN 269.04 3 0 0 3 269.04
Georges_TRON 673.21 8 1 115.75 7 557.46
Pierre_LAURENT 411.65 1 1 411.65 0 0
Bernard_HINAULT 716.67 3 0 0 3 716.67
Nicole_AMELINE 719.1 8 1 64.05 7 655.05
Richard_MALKA 79.88 2 0 0 2 79.88
Ulysse_GOSSET 352.78 2 0 0 2 352.78
Bernard_PIVOT 661.41 10 0 0 10 661.41
Noel_MAMERE 705.86 8 1 258.27 7 447.59
Francois_SOULAGE 120.99 4 0 0 4 120.99
Melissa_COLLADO 683.94 17 0 0 17 683.94
Antoine_BASBOUS 2961.92 6 0 0 6 2961.92
Farida_SETITI 457.99 11 1 31.12 10 426.87
Peter_JACKSON 469.21 4 0 0 4 469.21
Alain_WEILL 708.21 6 1 238.57 5 469.64
Rym_BEN_AMEUR 671.88 16 0 0 16 671.88
Jean-Charles_BRISARD 974.18 2 0 0 2 974.18
Thomas_LEQUERTIER 710.92 5 5 710.92 0 0
Celine_BITTNER 222.14 2 1 58.38 1 163.76
Mick_JAGGER 2227.44 9 0 0 9 2227.44
Benjamin_DUBOIS 676.64 16 0 0 16 676.64
Pierre-Marie_VIDAL 641.43 2 0 0 2 641.43
Frederic_ENCEL 1465.44 5 0 0 5 1465.44
Laure_BOUILLAGUET 358.02 6 0 0 6 358.02
Thomas_HUGUES 483.9 3 0 0 3 483.9
Francois_DE_RUGY 480.31 4 4 480.31 0 0
Raymond_DOMENECH 640.45 5 0 0 5 640.45
Jonathan_HAYOUN 295.01 1 1 295.01 0 0
Patrick_DE_CAROLIS 687.46 9 0 0 9 687.46
Michel_LEJOYEUX 293.14 2 0 0 2 293.14
Anny_POURSINOFF 689.23 4 1 415.89 3 273.34
Jean_DE_TONQUEDEC 323.35 1 1 323.35 0 0
Henri_WEBER 698.4 3 1 557.15 2 141.25
Laetitia_SOUDY 685.81 17 1 38.52 16 647.29
Jean_QUATREMER 671.9 7 0 0 7 671.9
Michel_LIEBGOTT 1574.31 6 0 0 6 1574.31
Catherine_NAY 2001.93 5 0 0 5 2001.93
Christine_BOUTIN 708.02 7 0 0 7 708.02
Nina_MONTANE 378.15 6 0 0 6 378.15
Alain_MARSCHALL 661.8 9 9 661.8 0 0
Antoine_DELPIERRE 687.97 17 0 0 17 687.97
Bruno_JEUDY 686.25 2 2 686.25 0 0
Alain_MOYNE-BRESSAND 672.47 3 0 0 3 672.47
Gad_ELMALEH 670.43 10 0 0 10 670.43
Aurelie_FILIPPETTI 699.61 10 2 230.71 8 468.9
Yann_ARTHUS-BERTRAND 251.13 1 0 0 1 251.13
Matthieu_CHEDID 579.83 2 0 0 2 579.83
Alain_JAKUBOWICZ 77.75 4 0 0 4 77.75
Dominique_DE_VILLEPIN 731.31 10 0 0 10 731.31
Eric_CIOTTI 682.14 8 8 682.14 0 0
Jacques_TOUBON 664.98 10 0 0 10 664.98
Nicolas_JAMAIN 661.7 17 1 74.42 16 587.28
Gregoire_SAUVAGE 685.24 18 0 0 18 685.24
Ben_AFFLECK 335.55 3 0 0 3 335.55
Alain_JOYANDET 703.71 3 1 552.72 2 150.99
Vincent_PEILLON 660.52 10 0 0 10 660.52
Anicet_MBIDA 242.17 1 1 242.17 0 0
Thierry_ARNAUD 520.21 5 4 377.95 1 142.26
Valerie_BROCHARD 172.77 3 3 172.77 0 0
Christophe_SIRUGUE 699.07 8 1 69.84 7 629.23
Herve_MORIN 666.19 10 0 0 10 666.19
Gerard_DUBOIS 1348.21 2 0 0 2 1348.21
Jean-Baptiste_DAOULAS 377.91 7 7 377.91 0 0
Kathia_GILDER 540.92 8 7 470.8 1 70.12
Jean-Paul_VIRAPOULLE 205.47 1 0 0 1 205.47
Remi_PERROT 431.34 11 0 0 11 431.34
Laurence_FERRARI 700.54 6 0 0 6 700.54
Claude_GUEANT 662.68 8 8 662.68 0 0
Francois_LONCLE 353.79 1 1 353.79 0 0
Andy_SERKIS 1548.54 10 0 0 10 1548.54
Yves_JEGO 698.31 2 2 698.31 0 0
Christiane_TAUBIRA 696.31 2 0 0 2 696.31
Edouard_MARTIN 1779.62 3 0 0 3 1779.62
Eric_RAOULT 685.81 5 1 410.71 4 275.1
Jean_BOUQUIN 229.05 1 1 229.05 0 0
Gregoire_PELPEL 686.26 17 1 35.45 16 650.81
Guillaume_ROQUETTE 546.44 2 2 546.44 0 0
Jean-Francois_ACHILLI 301.13 5 0 0 5 301.13
Jean-Michel_FOURGOUS 683.81 8 1 213.58 7 470.23
Remy_PFLIMLIN 679.4 7 0 0 7 679.4
Celine_MISSOFFE 609.99 14 0 0 14 609.99
Mathilde_TERRIER 153.37 3 3 153.37 0 0
Jose_BOVE 694.14 9 1 40.46 8 653.68
Anne_MANSOURET 600.88 3 0 0 3 600.88
Francois_SAUVADET 682.4 4 4 682.4 0 0
Caroline_BAUER 669.82 17 0 0 17 669.82
Claire_QUIDET 302.87 1 1 302.87 0 0
Vincent_TOURAINE 201.66 5 0 0 5 201.66
David_DOUILLET 594.92 1 0 0 1 594.92
Jean-Pierre_ELKABBACH 1103.48 6 0 0 6 1103.48
Philippe_DE_VILLIERS 692.39 8 0 0 8 692.39
Philippe_DOUCET 613.5 4 0 0 4 613.5
Pierre_LASCAR 177.49 4 4 177.49 0 0
Claude_BARRIER 197.74 1 1 197.74 0 0
Jean-Luc_MELENCHON 694.14 6 1 39.83 5 654.31
Serge_DASSAULT 718.92 6 0 0 6 718.92
Roland_COUTANCEAU 186.13 1 1 186.13 0 0
Bernard_DEROSIER 640.01 1 1 640.01 0 0
Vincent_GIRALDO 350.89 8 0 0 8 350.89
Jeannette_BOUGRAB 700.29 5 1 407.26 4 293.03
Patrick_MENNUCCI 174.9 1 1 174.9 0 0
Stephane_BERN 687.29 5 0 0 5 687.29
Nicolas_PERRUCHOT 725.12 6 2 322.6 4 402.52
Pierre_LEAUTEY 495.78 2 0 0 2 495.78
Francois-Xavier_WEILL 197.58 1 1 197.58 0 0
Geoffroy_DIDIER 1451.02 3 0 0 3 1451.02
Yves_COUANT 680.52 18 0 0 18 680.52
Adrien_THEAUX 385.58 3 0 0 3 385.58
Roger_MOORE 403.73 6 0 0 6 403.73
Sophie_AVON 680.07 3 1 535.1 2 144.97
Alain_MINC 686.55 10 0 0 10 686.55
Ronald_GUINTRANGE 190.91 3 0 0 3 190.91
Patrick_LE_LAY 660.77 2 0 0 2 660.77
Graziella_RODRIGUES 671.23 19 0 0 19 671.23
Jean_GLAVANY 698.34 6 2 410.2 4 288.14
Charles_AZNAVOUR 626.48 4 0 0 4 626.48
Marine_HAY 477.56 11 0 0 11 477.56
Carol_ISOUX 417.74 6 0 0 6 417.74
Marwane_BEN_YAHMED 194.02 1 1 194.02 0 0
Yann_WEHRLING 350.92 1 1 350.92 0 0
Bruno_JULLIARD 698.5 3 2 625.22 1 73.28
Claire_RICARD 618.05 14 0 0 14 618.05
Isabelle_ADJANI 553.61 5 0 0 5 553.61
Alexis_PALISSON 562.7 7 0 0 7 562.7
Yves_COCHET 711.58 2 2 711.58 0 0
Yannick_DANIO 198.19 1 1 198.19 0 0
Vincent_LINDON 235.22 9 0 0 9 235.22
Andre_DUSSOLIER 399.95 4 0 0 4 399.95
Andre_PACCOU 6038.7 4 0 0 4 6038.7
Amaury_LEVEAUX 155.78 2 0 0 2 155.78
Marion_COTILLARD 253.82 3 0 0 3 253.82
Francois_BROTTES 275.99 3 3 275.99 0 0
Valerie_DEBORD 461.18 3 0 0 3 461.18
Christian_PAUL 717.17 2 1 465.24 1 251.93
Pierre-Alain_MUET 701.78 10 2 168.48 8 533.3
Michel_ROCARD 1848.12 4 0 0 4 1848.12
Jean-Baptiste_PREVOST 491.9 2 2 491.9 0 0
Philippe_POUTOU 666.79 10 0 0 10 666.79
Pierre_SALVIAC 131.59 1 1 131.59 0 0
Nicolas_HULOT 662.36 7 0 0 7 662.36
Gerard_LARCHER 674.97 10 0 0 10 674.97
Bernard_KOUCHNER 662.4 7 1 37.8 6 624.6
Daniel_RIOLO 228.93 1 1 228.93 0 0
Christian_PROUTEAU 324.2 1 1 324.2 0 0
Catherine_VAUTRIN 640.2 2 2 640.2 0 0
Romain_HARY 481.72 7 0 0 7 481.72
Martin_FREEMAN 92.27 5 0 0 5 92.27
Jean-Michel_BAYLET 1280.09 7 0 0 7 1280.09
Tugdual_DERVILLE 65.94 5 0 0 5 65.94
Frederic_DE_LANOUVELLE 697.43 2 2 697.43 0 0
Jean-Marie_BOCKEL 674.85 10 0 0 10 674.85
Philippe_SEGUIN 729.3 2 0 0 2 729.3
Luc_BESSON 715.13 4 1 247.73 3 467.4
Aly_EL-SAMMAN 130.99 1 1 130.99 0 0
Christiane_LAMBERT 136.92 1 1 136.92 0 0
Yves_MARIGNAC 258.16 1 1 258.16 0 0
Juliette_GRECO 672.02 4 0 0 4 672.02
Cecilia_ATTIAS 244.58 1 0 0 1 244.58
Anne_GIUDICELLI 946.89 3 0 0 3 946.89
Celine_PITELET 543.77 3 3 543.77 0 0
Dominique_PLIHON 733.07 9 0 0 9 733.07
Frederic_CUVILLIER 1733.77 4 0 0 4 1733.77
Claire_ROBICHE 185.81 4 0 0 4 185.81
Bruce_TOUSSAINT 718.99 6 0 0 6 718.99
Christophe_WILLEM 716.31 3 0 0 3 716.31
Pascal_LEGITIMUS 75.43 3 0 0 3 75.43
Diane_GOUFFRANT 693.8 7 7 693.8 0 0
Jean-Michel_AULAS 1192.88 3 0 0 3 1192.88
Razzy_HAMMADI 277.8 1 1 277.8 0 0
Fabrice_LUCCHINI 111.24 6 0 0 6 111.24
Marion_MARECHAL-LE_PEN 431.37 3 0 0 3 431.37
Jean-Pierre_DARROUSSIN 731.15 3 0 0 3 731.15
Ken_LOACH 295.62 3 0 0 3 295.62
Candy_CROWLEY 231.34 3 0 0 3 231.34
Aymeric_BARRAULT 125.55 2 2 125.55 0 0
Patrick_HERMANSEN 686 18 0 0 18 686
Rodolphe_MASSE 260.13 4 0 0 4 260.13
Jean-Louis_NORMANDIN 390.67 1 1 390.67 0 0
Jean-Pierre_RAFFARIN 688.51 11 0 0 11 688.51
Eric_CANTONA 677.54 5 0 0 5 677.54
Thomas_MISRACHI 641 2 2 641 0 0
Patrick_BAUDOUIN 227.43 2 0 0 2 227.43
Claude_FAUQUET 176.84 1 0 0 1 176.84
Geraldine_WOESSNER 525.22 7 0 0 7 525.22
Bernard_MARIS 694.54 1 0 0 1 694.54
Bernadette_CHIRAC 677.75 6 0 0 6 677.75
Elie_BAUP 501.56 5 0 0 5 501.56
Geraldine_NAKACHE 64.75 2 0 0 2 64.75
Heather_HEADLEY 500.68 7 1 32.58 6 468.1
Sarah-Lou_COHEN 423.88 8 0 0 8 423.88
Christine_KELLY 677.2 9 0 0 9 677.2
Cecile_DUFLOT 693.86 11 2 113.42 9 580.44
Alain_MARECAUX 528.65 2 0 0 2 528.65
Bruno_BESCHIZZA 629.12 4 1 208.4 3 420.72
Mario_DRAGHI 424.69 6 0 0 6 424.69
Jean-Pierre_SUEUR 99 7 0 0 7 99
Azouz_BEGAG 665.17 2 0 0 2 665.17
Sophie_HEBRARD 317.22 6 0 0 6 317.22
Nicolas_DUPONT-AIGNAN 681.93 7 2 387.38 5 294.55
Jean-Pierre_SOISSON 579.09 3 0 0 3 579.09
Virginie_GOUBIER 571.94 11 1 37.46 10 534.48
Felix_BAUMGARTNER 743.63 11 0 0 11 743.63
Gerard_ASCHIERI 710.2 8 0 0 8 710.2
Robert_GUEDIGUIAN 686 1 0 0 1 686
Fabrice_HENRY 494.42 4 0 0 4 494.42
Jane_BIRKIN 677.35 6 0 0 6 677.35
Francis_HILLMEYER 720.59 6 2 122.47 4 598.12
Jean-Luc_DELARUE 716.56 6 0 0 6 716.56
Albert-Jean_MOUGIN 134.75 1 1 134.75 0 0
Brice_HORTEFEUX 689.14 2 0 0 2 689.14
Samantha_SZWEC 389.01 8 0 0 8 389.01
Ali_BADDOU 701.63 11 0 0 11 701.63
Nicolas_ALFONSI 315.7 1 0 0 1 315.7
Agnes_VERDIER-MOLINIE 2468.63 6 0 0 6 2468.63
Gilbert_MONTAGNE 545.1 7 0 0 7 545.1
Guillaume_PAUL 423.98 3 0 0 3 423.98
Jean-Jacques_URVOAS 665.58 4 4 665.58 0 0
Valerie_PECRESSE 669.13 7 7 669.13 0 0
Daniel_COHN-BENDIT 711.05 5 0 0 5 711.05
Alex_BEAUPAIN 673.73 3 0 0 3 673.73
Philippe_BAS 554.35 1 1 554.35 0 0
Dave_GAHAN 1028.82 4 0 0 4 1028.82
Maria_INES 261.23 1 1 261.23 0 0
Lionel_JOSPIN 663.1 9 1 65.95 8 597.15
Jean-Pierre_GRATIEN 667.02 9 9 667.02 0 0
Lucie_NUTTIN 667.02 5 5 667.02 0 0
Hugues_PORTELLI 535.07 1 0 0 1 535.07
Stephane_ROZES 686.21 2 0 0 2 686.21
Yohann_RELAT 439 7 7 439 0 0
Bruno_GOLLNISCH 662.41 10 0 0 10 662.41
Frederic_PECHENARD 1919.06 5 0 0 5 1919.06
Valerie_BERANGER 145.5 3 3 145.5 0 0
Christophe_CHAMBON 246.54 1 1 246.54 0 0
Jacques_SEGUELA 718.2 10 0 0 10 718.2
Serge_LETCHIMY 678.52 6 0 0 6 678.52
Najat_VALLAUD-BELKACEM 668.22 6 0 0 6 668.22
Felicity_HUFFMAN 291.53 5 0 0 5 291.53
Roselyne_BACHELOT 679.17 7 5 540.24 2 138.93
Jean-Louis_BORLOO 677.79 8 1 185.46 7 492.33
Jerome_GUEDJ 1740.58 5 0 0 5 1740.58
Marion_LEFEBVRE 292.45 5 5 292.45 0 0
Daniel_CRAIG 454.81 6 0 0 6 454.81
Franck_RIESTER 3288.22 4 0 0 4 3288.22
Rachida_DATI 729.41 10 0 0 10 729.41
Francoise_HOSTALIER 448.88 1 1 448.88 0 0
Bernard_CAZENEUVE 720.47 3 2 644.94 1 75.53
Christian_JACOB 725.43 6 6 725.43 0 0
Brice_LALONDE 396.6 1 0 0 1 396.6
Celine_BRUEL 398.13 10 0 0 10 398.13
Edwy_PLENEL 706.09 7 0 0 7 706.09
Philippe_HOUILLON 663.28 6 1 153.24 5 510.04
Olivier_MAZEROLLE 735.74 4 4 735.74 0 0
Barbara_POMPILI 3091.97 5 0 0 5 3091.97
Frederic_ADAM 685.27 8 7 467.29 1 217.98
Johanne_PORTAL 662.17 18 0 0 18 662.17
Jerome_GARCIN 724.99 2 2 724.99 0 0
Francois_HOLLANDE 692.33 13 8 365.71 5 326.62
Francois_DURPAIRE 336 1 1 336 0 0
Gerard_BIARD 329.65 1 1 329.65 0 0
Benoit_FARACO 324.46 3 0 0 3 324.46
Eric_HEYER 247.09 1 1 247.09 0 0
Elise_MAILLARD 676.21 3 0 0 3 676.21
Tariq_RAMADAN 3222.82 6 0 0 6 3222.82
Damien_FLEUROT 325.99 5 5 325.99 0 0
Jean-Pierre_BRARD 122.92 1 1 122.92 0 0
Fabienne_DELAHAYE 152.98 2 0 0 2 152.98
Timour_AGGIOURI 667.09 3 0 0 3 667.09
Andre_CHASSAIGNE 673.23 9 1 120.05 8 553.18
Charles_PELLEGRINI 149.89 1 1 149.89 0 0
Jean-Michel_CADIOT 397.34 1 1 397.34 0 0
Pierre_MOSCOVICI 680.74 6 1 108.13 5 572.61
Frederic_NIHOUS 683.66 5 0 0 5 683.66
Xavier_DARCOS 666.36 6 0 0 6 666.36
Michel_BARNIER 734.16 7 0 0 7 734.16
Bernard_BIGOT 244.74 1 1 244.74 0 0
Caroline_BOISSON 291.14 4 0 0 4 291.14
Nikola_KARABATIC 261.85 3 0 0 3 261.85
Laurent-El-Ghozi 662.52 2 1 337.52 1 325
Stephane_GUILLON 670.39 8 0 0 8 670.39
Alain_VIDALIES 688.48 10 1 73.74 9 614.74
Karim_BENZEMA 89.84 5 0 0 5 89.84
Gaelle_LE_GARREC 186.37 3 0 0 3 186.37
Alassane_OUATTARA 692.68 11 0 0 11 692.68
Olivier_FALORNI 403.89 4 0 0 4 403.89
Claude_WEILL 671.98 8 8 671.98 0 0
Florence_FRESNEL 190.73 1 1 190.73 0 0
Louis_NICOLLIN 689.78 8 0 0 8 689.78
Andre_SANTINI 697 10 0 0 10 697
Camille_LACOURT 93.52 5 0 0 5 93.52
Karine_BERGER 517.18 1 1 517.18 0 0
Muriel_ROBIN 106.71 6 0 0 6 106.71
Rama_YADE 683.46 10 0 0 10 683.46
Philippe_VARIN 115.18 4 0 0 4 115.18
Anais_GOUBATIAN 664.97 18 0 0 18 664.97
Bertrand_PICCARD 333.66 3 0 0 3 333.66
Christophe_BORGEL 707.42 4 0 0 4 707.42
Jean_DUJARDIN 291.54 3 0 0 3 291.54
Philippe_VANDEL 1273 6 0 0 6 1273
Pascal_PERRINEAU 689.63 6 1 327.06 5 362.57
Jean_ARTHUIS 677.17 10 0 0 10 677.17
Gilles_CARREZ 248.86 2 2 248.86 0 0
