;; locuteur dureedapprentissageGlobal nbdesessionsdapprentissageGlobal dureedapprentissageRepere nbdesessionsdapprentissageRepere dureedapprentissageAutre nbdesessionsdapprentissageAutre
Fadela_AMARA 719.12 7 0 0 719.12 7
Patrick_DE_CAROLIS 687.46 9 0 0 687.46 9
Yves_NICOLIN 729.02 9 0 0 729.02 9
Alexandre_PARE 342.99 6 0 0 342.99 6
Martin_HIRSCH 684.66 6 0 0 684.66 6
Guy_DELCOURT 329.79 2 329.79 2 0 0
Gerard_DEPARDIEU 710.66 1 0 0 710.66 1
Delphine_WESPISER 678.86 4 0 0 678.86 4
Alain_JUPPE 701.65 9 568.27 7 133.38 2
Rachid_M_BARKI 498.45 3 498.45 3 0 0
Yann_ARTHUS-BERTRAND 251.13 1 0 0 251.13 1
Isabelle_PREVOST-DESPREZ 682.72 3 0 0 682.72 3
Yves_CALVI 400.95 2 0 0 400.95 2
Eric_BESSON 724.38 8 447.58 4 276.8 4
Gilles_DE_ROBIEN 709.65 8 0 0 709.65 8
Arnaud_MONTEBOURG 723.9 4 723.9 4 0 0
Jean-Michel_FOURGOUS 683.81 8 213.58 1 470.23 7
Jean-Louis_DEBRE 661.93 10 0 0 661.93 10
Maxime_COGNY 665.69 18 0 0 665.69 18
Jean-Remi_BAUDOT 732.26 8 732.26 8 0 0
Jean-Luc_ROMERO 205.51 1 205.51 1 0 0
Georges-Marc_BENAMOU 675.26 7 0 0 675.26 7
Pierre_LAURENT 411.65 1 411.65 1 0 0
Michel_MERCIER 124.91 2 124.91 2 0 0
Bruno_LE_MAIRE 717.91 11 179.02 3 538.89 8
Matthieu_CHEDID 579.83 2 0 0 579.83 2
Jean-Luc_DELARUE 716.56 6 0 0 716.56 6
Edwin_LE_HERON 662.04 2 454.42 1 207.62 1
Celine_BITTNER 222.14 2 58.38 1 163.76 1
Philippe_PLISSON 610.18 3 110.5 1 499.68 2
Cyril_HANOUNA 659.45 6 0 0 659.45 6
Bernard_PIVOT 661.41 10 0 0 661.41 10
Olivier_DUSSOPT 688.7 7 196.48 2 492.22 5
Aurelien_DE_NEGRI 374.64 7 0 0 374.64 7
Clementine_MALIGORNE 680.29 18 0 0 680.29 18
Axel_KAHN 693.39 4 0 0 693.39 4
Pauline_REVENAZ 554.26 8 0 0 554.26 8
Ulrike_GUEROT 191.53 1 191.53 1 0 0
Claude_BARTOLONE 714.76 10 0 0 714.76 10
Jean-Pierre_CHEVENEMENT 709.3 10 0 0 709.3 10
Herve_GAYMARD 733.62 2 733.62 2 0 0
Bruno_JEUDY 686.25 2 686.25 2 0 0
Bruno_MEGRET 700.19 8 0 0 700.19 8
Joann_SFAR 686.92 1 0 0 686.92 1
Henri_EMMANUELLI 722.04 2 722.04 2 0 0
Jose_BOVE 694.14 9 40.46 1 653.68 8
Isabelle_SAPORTA 410.92 1 410.92 1 0 0
Bruno_RETAILLEAU 719.38 12 0 0 719.38 12
Christophe_JAKUBYSZYN 660.44 15 0 0 660.44 15
Jean-Christophe_FROMANTIN 287.46 1 287.46 1 0 0
Melanie_BERTRAND 663.2 16 0 0 663.2 16
Laurent_NEUMANN 727.7 9 727.7 9 0 0
Eric_FOTTORINO 700.51 11 0 0 700.51 11
George_PAU-LANGEVIN 681.83 4 0 0 681.83 4
Gerard_LONGUET 181.85 3 181.85 3 0 0
Dominique_BAUDIS 672.77 10 0 0 672.77 10
Alou_DIARRA 682.36 9 0 0 682.36 9
Laurent_RUQUIER 664.66 10 0 0 664.66 10
Charles_AZNAVOUR 626.48 4 0 0 626.48 4
Christophe_PROCHASSON 339.65 1 0 0 339.65 1
Francois-Xavier_WEILL 197.58 1 197.58 1 0 0
Laurence_PARISOT 663.85 10 0 0 663.85 10
Jean-Pierre_PERNAUT 667.6 2 0 0 667.6 2
Benoit_LORDELOT 674.14 19 0 0 674.14 19
Olivier_BESANCENOT 716.42 11 0 0 716.42 11
Jean_ARTHUIS 677.17 10 0 0 677.17 10
Ksenia_BOLCHAKOVA 660.12 9 0 0 660.12 9
Pierre_LELLOUCHE 707.48 2 707.48 2 0 0
Eva_JOLY 667.62 9 99.47 3 568.15 6
Pascal_PERRI 668.64 3 668.64 3 0 0
Gael_MONFILS 677.34 6 0 0 677.34 6
Caroline_BAUER 669.82 17 0 0 669.82 17
Thibaud_LE_FLOCH 676.48 17 0 0 676.48 17
Francois_PATRIAT 624.15 1 624.15 1 0 0
Pierre_MURAT 562.66 1 562.66 1 0 0
Elisabeth_GUIGOU 663.95 5 663.95 5 0 0
Karim_BENNANI 437.68 10 0 0 437.68 10
Marie_CASADEBAIG 246.24 4 0 0 246.24 4
Daniel_RIOLO 228.93 1 228.93 1 0 0
Stephane_BERN 687.29 5 0 0 687.29 5
Jean-Luc_MELENCHON 694.14 6 39.83 1 654.31 5
Eric_CANTONA 677.54 5 0 0 677.54 5
Alain_MOYNE-BRESSAND 672.47 3 0 0 672.47 3
Jonathan_HAYOUN 295.01 1 295.01 1 0 0
Jean-Francois_LAMOUR 717.82 11 0 0 717.82 11
Pierre_MOSCOVICI 680.74 6 108.13 1 572.61 5
Sophie_HEBRARD 317.22 6 0 0 317.22 6
Jean-Louis_BORLOO 677.79 8 185.46 1 492.33 7
Jean-Pierre_SOISSON 579.09 3 0 0 579.09 3
Renaud_MUSELIER 726.08 7 71.34 1 654.74 6
Noel_MAMERE 705.86 8 258.27 1 447.59 7
Henri_VACQUIN 370.18 1 370.18 1 0 0
Caroline_MECARY 268.72 1 268.72 1 0 0
Charles_PELLEGRINI 149.89 1 149.89 1 0 0
Claude_GOASGUEN 680.85 3 680.85 3 0 0
Jacques_TOUBON 664.98 10 0 0 664.98 10
Gilane_BARRET 376.95 1 376.95 1 0 0
Nathalie_KOSCIUSKO-MORIZET 702.71 10 228.24 3 474.47 7
Olivier_TRUCHOT 704.87 8 704.87 8 0 0
Jean-Michel_COHEN 136.7 1 136.7 1 0 0
Gaelle_LE_GARREC 186.37 3 0 0 186.37 3
Francois_DE_CLOSETS 667.32 9 0 0 667.32 9
Jean-Christophe_CAMBADELIS 670.86 3 670.86 3 0 0
Andre_DUSSOLIER 399.95 4 0 0 399.95 4
Christophe_SIRUGUE 699.07 8 69.84 1 629.23 7
Jean-Louis_BOURLANGES 247.58 1 0 0 247.58 1
Sebastien_CHABAL 381.31 1 0 0 381.31 1
Bernard_LAPORTE 694.62 8 261.97 1 432.65 7
Harlem_DESIR 727.47 9 137.11 1 590.36 8
Alain_ROUSSET 673.22 5 0 0 673.22 5
Romain_HARY 481.72 7 0 0 481.72 7
Francois_LONCLE 353.79 1 353.79 1 0 0
Jean-Marie_LE_PEN 693 7 0 0 693 7
Emmanuel_DAVIDENKOFF 403.08 1 403.08 1 0 0
Jean-Pierre_BRARD 122.92 1 122.92 1 0 0
Jean-Baptiste_DAOULAS 377.91 7 377.91 7 0 0
Marylise_LEBRANCHU 708.54 10 0 0 708.54 10
Sandra_BOULANGER 667.29 16 36.6 1 630.69 15
Edwige_ANTIER 671.65 10 0 0 671.65 10
Celine_BRUEL 398.13 10 0 0 398.13 10
Jean-Louis_SCHILANSKY 688.44 7 96.23 1 592.21 6
Jamel_DEBBOUZE 727.06 10 0 0 727.06 10
Sarah-Lou_COHEN 423.88 8 0 0 423.88 8
Philippe_BAS 554.35 1 554.35 1 0 0
Cecile_DUFLOT 693.86 11 113.42 2 580.44 9
Igor_SAHIRI 670.95 17 0 0 670.95 17
Anny_POURSINOFF 689.23 4 415.89 1 273.34 3
Bruno_JULLIARD 698.5 3 625.22 2 73.28 1
Carl_MEEUS 322.74 2 322.74 2 0 0
Jean-Marc_AYRAULT 695.93 10 695.93 10 0 0
Nicolas_ALFONSI 315.7 1 0 0 315.7 1
Thomas_PAULMYER 674.73 17 0 0 674.73 17
Michel_FOURGOUS 669.05 8 0 0 669.05 8
Mariam_PIRZADEH 663.46 17 0 0 663.46 17
Vincent_TOURAINE 201.66 5 0 0 201.66 5
Laurent_GERRA 686.34 5 0 0 686.34 5
Francoise_HOSTALIER 448.88 1 448.88 1 0 0
Pierre_LASCAR 177.49 4 177.49 4 0 0
Christine_BOUTIN 708.02 7 0 0 708.02 7
Nathalie_ARTHAUD 679.78 10 0 0 679.78 10
Claire_CHAZAL 646.79 3 0 0 646.79 3
Jacques_FOLLOROU 435.04 1 435.04 1 0 0
Gregoire_SAUVAGE 685.24 18 0 0 685.24 18
Anais_GOUBATIAN 664.97 18 0 0 664.97 18
Bruno_BESCHIZZA 629.12 4 208.4 1 420.72 3
Melissa_THEURIAU 192.62 2 0 0 192.62 2
Herve_NOVELLI 687.91 4 687.91 4 0 0
Christophe_HONDELATTE 707.01 3 0 0 707.01 3
Thomas_MISRACHI 641 2 641 2 0 0
Francois_LAMY 130.27 1 130.27 1 0 0
Claude_WEILL 671.98 8 671.98 8 0 0
Valerie_PECRESSE 669.13 7 669.13 7 0 0
Samantha_SZWEC 389.01 8 0 0 389.01 8
Francois_BAROIN 747.21 7 747.21 7 0 0
Charles_ENDERLIN 663.06 4 0 0 663.06 4
Alexis_JENNI 391.26 3 43.44 1 347.82 2
Sandra_GANDOIN 683.64 17 0 0 683.64 17
Laurent_FABIUS 669.43 10 67.68 1 601.75 9
Jacques_VERGES 714.42 8 0 0 714.42 8
Jean-Paul_OLLIVIER 153.96 1 0 0 153.96 1
Claude_ALLEGRE 706.78 10 0 0 706.78 10
Jean-Pierre_RAFFARIN 688.51 11 0 0 688.51 11
Claire_RICARD 618.05 14 0 0 618.05 14
Serge_MOATI 695.44 3 0 0 695.44 3
Charles_DE_COURSON 717.92 6 436.5 2 281.42 4
Morgane_MERTEUIL 187.37 1 187.37 1 0 0
Pierre_CHARON 664.11 4 0 0 664.11 4
Charlotte_NOTTEGHEM 610.82 9 0 0 610.82 9
Alain_MADELIN 719.88 11 0 0 719.88 11
Jean-Charles_STEYGER 278.64 1 278.64 1 0 0
Thomas_LEGRAND 347.71 1 347.71 1 0 0
Kad_MERAD 711.14 8 59.04 1 652.1 7
Rahabi_KA 309.47 7 0 0 309.47 7
Marine_LE_PEN 691.29 8 404.02 4 287.27 4
Daniel_AUTEUIL 700.36 7 0 0 700.36 7
Luc_CHATEL 711.06 10 245.88 3 465.18 7
Jean-Jacques_URVOAS 665.58 4 665.58 4 0 0
Virginie_DUVAL 166.19 1 166.19 1 0 0
Gerard_LARCHER 674.97 10 0 0 674.97 10
Jean_TIBERI 344.57 1 0 0 344.57 1
Christophe_REGNARD 353.12 1 353.12 1 0 0
Floriane_OLIVIER 275.73 6 0 0 275.73 6
Olivier_FAURE 212.61 1 212.61 1 0 0
Ariane_NICOLAS 668.22 14 0 0 668.22 14
Bernard_EMSELLEM 718.47 2 0 0 718.47 2
Christiane_TAUBIRA 696.31 2 0 0 696.31 2
Kelly_LAFFIN 660.57 17 0 0 660.57 17
Vincent_CHRIQUI 710.35 2 0 0 710.35 2
Roland_CAYROL 686.64 3 0 0 686.64 3
Bernadette_CHIRAC 677.75 6 0 0 677.75 6
Pierre_DUKAN 677.07 5 0 0 677.07 5
Emmanuel_COSTE 669.99 8 0 0 669.99 8
Henri_STERDYNIAK 692.25 5 144.15 1 548.1 4
